"diff","lwr","upr","p adj"
"DT-8K",-28.6666666666667,-44.289555368597,-13.0437779647363,0.00324359358005799
"MM-8K",-49.3333333333333,-64.9562220352637,-33.7104446314029,0.000170741095318228
"MM-DT",-20.6666666666667,-36.289555368597,-5.04377796473629,0.0156794776091185
