"diff","lwr","upr","p adj"
"DT-8K",7.66666666666666,1.25230678719505,14.0810265461383,0.0244241174649238
"MM-8K",-11.3333333333333,-17.747693212805,-4.91897345386171,0.00392919266611025
"MM-DT",-19,-25.4143598794716,-12.5856401205284,0.000244952283097399
