"diff","lwr","upr","p adj"
"DT-8K",-7.66666666666667,-14.0810265461383,-1.25230678719506,0.0244241174649236
"MM-8K",11.3333333333333,4.91897345386172,17.7476932128049,0.00392919266611025
"MM-DT",19,12.5856401205284,25.4143598794716,0.000244952283097399
