bin_id,eve_class,sample,evenness,taxonomy,depth,pipeline,coverage,rel_abd
B.2.V.60-8K-bin.8,logarithmic,B,2,V,60,8K,27,0.010653569
B.2.V.60-8K-bin.9,logarithmic,B,2,V,60,8K,481,0.143939266
B.2.V.60-DT-bin.1,logarithmic,B,2,V,60,DT,222,0.034601027
B.2.V.60-DT-bin.10,logarithmic,B,2,V,60,DT,31,0.007093916
B.2.V.60-DT-bin.12,logarithmic,B,2,V,60,DT,94,0.039281469
B.2.V.60-DT-bin.13,logarithmic,B,2,V,60,DT,7,0.00128575
B.2.V.60-DT-bin.15,logarithmic,B,2,V,60,DT,284,0.051070864
B.2.V.60-DT-bin.17,logarithmic,B,2,V,60,DT,78,0.023879089
B.2.V.60-DT-bin.19,logarithmic,B,2,V,60,DT,159,0.048323899
B.2.V.60-DT-bin.2,logarithmic,B,2,V,60,DT,192,0.08810352
B.2.V.60-DT-bin.20,logarithmic,B,2,V,60,DT,3,0.000550567
B.2.V.60-DT-bin.21,logarithmic,B,2,V,60,DT,391,0.049492017
B.2.V.60-DT-bin.3,logarithmic,B,2,V,60,DT,327,0.040651092
B.2.V.60-DT-bin.4,logarithmic,B,2,V,60,DT,553,0.146492012
B.2.V.60-DT-bin.5,logarithmic,B,2,V,60,DT,473,0.149246612
B.2.V.60-DT-bin.6,logarithmic,B,2,V,60,DT,27,0.011203569
B.2.V.60-DT-bin.7,logarithmic,B,2,V,60,DT,6,0.001483871
B.2.V.60-MM-bin.1,logarithmic,B,2,V,60,MM,32,0.006377354
B.2.V.60-MM-bin.10,logarithmic,B,2,V,60,MM,479,0.146671677
B.2.V.60-MM-bin.11,logarithmic,B,2,V,60,MM,79,0.023341443
B.2.V.60-MM-bin.12,logarithmic,B,2,V,60,MM,15,0.007239139
B.2.V.60-MM-bin.13,logarithmic,B,2,V,60,MM,114,0.034021336
B.2.V.60-MM-bin.15,logarithmic,B,2,V,60,MM,562,0.148196576
B.2.V.60-MM-bin.2,logarithmic,B,2,V,60,MM,195,0.084691474
B.2.V.60-MM-bin.3,logarithmic,B,2,V,60,MM,282,0.048508116
B.2.V.60-MM-bin.4,logarithmic,B,2,V,60,MM,27,0.010928111
B.2.V.60-MM-bin.5,logarithmic,B,2,V,60,MM,94,0.037628002
B.2.V.60-MM-bin.6,logarithmic,B,2,V,60,MM,13,0.006947009
B.2.V.60-MM-bin.7,logarithmic,B,2,V,60,MM,161,0.048075181
B.2.V.60-MM-bin.9,logarithmic,B,2,V,60,MM,137,0.049693306
C.2.C.60-8K-bin.1,logarithmic,C,2,C,60,8K,14,0.003647034
C.2.C.60-8K-bin.10,logarithmic,C,2,C,60,8K,36,0.013894187
C.2.C.60-8K-bin.11,logarithmic,C,2,C,60,8K,153,0.047860879
C.2.C.60-8K-bin.12,logarithmic,C,2,C,60,8K,14,0.003631468
C.2.C.60-8K-bin.13,logarithmic,C,2,C,60,8K,262,0.055675115
C.2.C.60-8K-bin.14,logarithmic,C,2,C,60,8K,153,0.045249029
C.2.C.60-8K-bin.15,logarithmic,C,2,C,60,8K,153,0.045249029
C.2.C.60-8K-bin.16,logarithmic,C,2,C,60,8K,128,0.035266959
C.2.C.60-8K-bin.17,logarithmic,C,2,C,60,8K,14,0.003631468
C.2.C.60-8K-bin.2,logarithmic,C,2,C,60,8K,36,0.013619954
C.2.C.60-8K-bin.3,logarithmic,C,2,C,60,8K,262,0.055675115
C.2.C.60-8K-bin.4,logarithmic,C,2,C,60,8K,153,0.045249029
C.2.C.60-8K-bin.5,logarithmic,C,2,C,60,8K,14,0.004897901
C.2.C.60-8K-bin.6,logarithmic,C,2,C,60,8K,262,0.055675115
C.2.C.60-8K-bin.7,logarithmic,C,2,C,60,8K,262,0.055675115
C.2.C.60-8K-bin.8,logarithmic,C,2,C,60,8K,36,0.013619954
C.2.C.60-8K-bin.9,logarithmic,C,2,C,60,8K,36,0.013619954
C.2.C.60-DT-bin.1,logarithmic,C,2,C,60,DT,32,0.014046737
C.2.C.60-DT-bin.10,logarithmic,C,2,C,60,DT,259,0.058550516
C.2.C.60-DT-bin.11,logarithmic,C,2,C,60,DT,125,0.042396628
C.2.C.60-DT-bin.12,logarithmic,C,2,C,60,DT,42,0.004447768
C.2.C.60-DT-bin.13,logarithmic,C,2,C,60,DT,74,0.02418859
C.2.C.60-DT-bin.14,logarithmic,C,2,C,60,DT,35,0.014219704
C.2.C.60-DT-bin.15,logarithmic,C,2,C,60,DT,183,0.083096189
C.2.C.60-DT-bin.16,logarithmic,C,2,C,60,DT,52,0.005319685
C.2.C.60-DT-bin.17,logarithmic,C,2,C,60,DT,151,0.049840397
C.2.C.60-DT-bin.19,logarithmic,C,2,C,60,DT,105,0.079724738
C.2.C.60-DT-bin.2,logarithmic,C,2,C,60,DT,227,0.072126369
C.2.C.60-DT-bin.20,logarithmic,C,2,C,60,DT,90,0.053749181
C.2.C.60-DT-bin.21,logarithmic,C,2,C,60,DT,21,0.013394054
C.2.C.60-DT-bin.3,logarithmic,C,2,C,60,DT,4,0.00172435
C.2.C.60-DT-bin.4,logarithmic,C,2,C,60,DT,68,0.031156058
C.2.C.60-DT-bin.5,logarithmic,C,2,C,60,DT,25,0.002719801
C.2.C.60-DT-bin.6,logarithmic,C,2,C,60,DT,371,0.139955354
C.2.C.60-DT-bin.7,logarithmic,C,2,C,60,DT,311,0.129525951
C.2.C.60-DT-bin.8,logarithmic,C,2,C,60,DT,14,0.003601651
C.2.C.60-DT-bin.9,logarithmic,C,2,C,60,DT,439,0.142449705
C.2.C.60-MM-bin.1,logarithmic,C,2,C,60,MM,36,0.014205337
C.2.C.60-MM-bin.10,logarithmic,C,2,C,60,MM,128,0.043439628
C.2.C.60-MM-bin.11,logarithmic,C,2,C,60,MM,89,0.05052788
C.2.C.60-MM-bin.12,logarithmic,C,2,C,60,MM,66,0.02563009
C.2.C.60-MM-bin.13,logarithmic,C,2,C,60,MM,18,0.010172669
C.2.C.60-MM-bin.14,logarithmic,C,2,C,60,MM,445,0.140606287
C.2.C.60-MM-bin.15,logarithmic,C,2,C,60,MM,14,0.005882635
C.2.C.60-MM-bin.16,logarithmic,C,2,C,60,MM,105,0.077025121
C.2.C.60-MM-bin.18,logarithmic,C,2,C,60,MM,153,0.048537046
C.2.C.60-MM-bin.2,logarithmic,C,2,C,60,MM,230,0.070162019
C.2.C.60-MM-bin.3,logarithmic,C,2,C,60,MM,75,0.023603323
C.2.C.60-MM-bin.4,logarithmic,C,2,C,60,MM,43,0.004430418
C.2.C.60-MM-bin.5,logarithmic,C,2,C,60,MM,12,0.00104975
C.2.C.60-MM-bin.6,logarithmic,C,2,C,60,MM,20,0.011884803
C.2.C.60-MM-bin.8,logarithmic,C,2,C,60,MM,30,0.011948787
C.2.C.60-MM-bin.9,logarithmic,C,2,C,60,MM,374,0.137165903
C.2.N.60-8K-bin.1,logarithmic,C,2,N,60,8K,91,0.034071289
C.2.N.60-8K-bin.10,logarithmic,C,2,N,60,8K,224,0.070270799
C.2.N.60-8K-bin.11,logarithmic,C,2,N,60,8K,10,0.001746671
C.2.N.60-8K-bin.12,logarithmic,C,2,N,60,8K,6,0.000941469
C.2.N.60-8K-bin.13,logarithmic,C,2,N,60,8K,25,0.009502591
C.2.N.60-8K-bin.14,logarithmic,C,2,N,60,8K,12,0.002346139
C.2.N.60-8K-bin.15,logarithmic,C,2,N,60,8K,6,0.000941469
C.2.N.60-8K-bin.16,logarithmic,C,2,N,60,8K,15,0.008780523
C.2.N.60-8K-bin.17,logarithmic,C,2,N,60,8K,224,0.070187166
C.2.N.60-8K-bin.18,logarithmic,C,2,N,60,8K,63,0.025206999
C.2.N.60-8K-bin.19,logarithmic,C,2,N,60,8K,30,0.023430744
C.2.N.60-8K-bin.2,logarithmic,C,2,N,60,8K,224,0.070187166
C.2.N.60-8K-bin.20,logarithmic,C,2,N,60,8K,30,0.023430744
C.2.N.60-8K-bin.21,logarithmic,C,2,N,60,8K,30,0.023430744
C.2.N.60-8K-bin.22,logarithmic,C,2,N,60,8K,12,0.002346139
C.2.N.60-8K-bin.23,logarithmic,C,2,N,60,8K,91,0.034071289
C.2.N.60-8K-bin.24,logarithmic,C,2,N,60,8K,12,0.002346139
C.2.N.60-8K-bin.25,logarithmic,C,2,N,60,8K,6,0.000941469
C.2.N.60-8K-bin.26,logarithmic,C,2,N,60,8K,25,0.009502591
C.2.N.60-8K-bin.27,logarithmic,C,2,N,60,8K,25,0.009502591
C.2.N.60-8K-bin.28,logarithmic,C,2,N,60,8K,63,0.025206999
C.2.N.60-8K-bin.29,logarithmic,C,2,N,60,8K,10,0.001746671
C.2.N.60-8K-bin.3,logarithmic,C,2,N,60,8K,6,0.000941469
C.2.N.60-8K-bin.30,logarithmic,C,2,N,60,8K,91,0.034071289
C.2.N.60-8K-bin.31,logarithmic,C,2,N,60,8K,12,0.002346139
C.2.N.60-8K-bin.32,logarithmic,C,2,N,60,8K,30,0.023430744
C.2.N.60-8K-bin.33,logarithmic,C,2,N,60,8K,10,0.001746671
C.2.N.60-8K-bin.34,logarithmic,C,2,N,60,8K,91,0.034071289
C.2.N.60-8K-bin.35,logarithmic,C,2,N,60,8K,10,0.001746671
C.2.N.60-8K-bin.36,logarithmic,C,2,N,60,8K,63,0.025206999
C.2.N.60-8K-bin.4,logarithmic,C,2,N,60,8K,15,0.008780523
C.2.N.60-8K-bin.5,logarithmic,C,2,N,60,8K,224,0.07058755
C.2.N.60-8K-bin.6,logarithmic,C,2,N,60,8K,63,0.025206999
C.2.N.60-8K-bin.7,logarithmic,C,2,N,60,8K,15,0.008780523
C.2.N.60-8K-bin.8,logarithmic,C,2,N,60,8K,15,0.008780523
C.2.N.60-8K-bin.9,logarithmic,C,2,N,60,8K,25,0.009502591
C.2.N.60-DT-bin.1,logarithmic,C,2,N,60,DT,75,0.046071886
C.2.N.60-DT-bin.10,logarithmic,C,2,N,60,DT,449,0.151565861
C.2.N.60-DT-bin.12,logarithmic,C,2,N,60,DT,10,0.001755588
C.2.N.60-DT-bin.13,logarithmic,C,2,N,60,DT,30,0.024269163
C.2.N.60-DT-bin.14,logarithmic,C,2,N,60,DT,318,0.14347629
C.2.N.60-DT-bin.15,logarithmic,C,2,N,60,DT,386,0.116092685
C.2.N.60-DT-bin.16,logarithmic,C,2,N,60,DT,47,0.004188478
C.2.N.60-DT-bin.17,logarithmic,C,2,N,60,DT,36,0.003063475
C.2.N.60-DT-bin.18,logarithmic,C,2,N,60,DT,202,0.091952989
C.2.N.60-DT-bin.19,logarithmic,C,2,N,60,DT,14,0.008780523
C.2.N.60-DT-bin.2,logarithmic,C,2,N,60,DT,129,0.013072667
C.2.N.60-DT-bin.20,logarithmic,C,2,N,60,DT,88,0.034940341
C.2.N.60-DT-bin.21,logarithmic,C,2,N,60,DT,6,0.000970403
C.2.N.60-DT-bin.22,logarithmic,C,2,N,60,DT,62,0.025412749
C.2.N.60-DT-bin.3,logarithmic,C,2,N,60,DT,104,0.011131529
C.2.N.60-DT-bin.4,logarithmic,C,2,N,60,DT,12,0.002346139
C.2.N.60-DT-bin.6,logarithmic,C,2,N,60,DT,222,0.07304589
C.2.N.60-DT-bin.7,logarithmic,C,2,N,60,DT,25,0.009629342
C.2.N.60-DT-bin.8,logarithmic,C,2,N,60,DT,161,0.09367041
C.2.N.60-DT-bin.9,logarithmic,C,2,N,60,DT,38,0.00499108
C.2.N.60-MM-bin.1,logarithmic,C,2,N,60,MM,130,0.012865883
C.2.N.60-MM-bin.10,logarithmic,C,2,N,60,MM,63,0.026344735
C.2.N.60-MM-bin.11,logarithmic,C,2,N,60,MM,159,0.089188482
C.2.N.60-MM-bin.12,logarithmic,C,2,N,60,MM,10,0.001640388
C.2.N.60-MM-bin.13,logarithmic,C,2,N,60,MM,224,0.06928518
C.2.N.60-MM-bin.14,logarithmic,C,2,N,60,MM,12,0.002289489
C.2.N.60-MM-bin.15,logarithmic,C,2,N,60,MM,17,0.005953415
C.2.N.60-MM-bin.16,logarithmic,C,2,N,60,MM,56,0.004853829
C.2.N.60-MM-bin.17,logarithmic,C,2,N,60,MM,25,0.009932226
C.2.N.60-MM-bin.18,logarithmic,C,2,N,60,MM,454,0.148370036
C.2.N.60-MM-bin.19,logarithmic,C,2,N,60,MM,21,0.01015486
C.2.N.60-MM-bin.20,logarithmic,C,2,N,60,MM,90,0.03575236
C.2.N.60-MM-bin.21,logarithmic,C,2,N,60,MM,193,0.076048698
C.2.N.60-MM-bin.22,logarithmic,C,2,N,60,MM,30,0.023022577
C.2.N.60-MM-bin.3,logarithmic,C,2,N,60,MM,14,0.008621706
C.2.N.60-MM-bin.4,logarithmic,C,2,N,60,MM,47,0.003865877
C.2.N.60-MM-bin.6,logarithmic,C,2,N,60,MM,75,0.042985578
C.2.N.60-MM-bin.7,logarithmic,C,2,N,60,MM,393,0.114607398
C.2.N.60-MM-bin.8,logarithmic,C,2,N,60,MM,108,0.011113662
C.2.N.60-MM-bin.9,logarithmic,C,2,N,60,MM,36,0.003277775
C.2.R.10-8K-bin.1,logarithmic,C,2,R,10,8K,16,0.016151146
C.2.R.10-8K-bin.10,logarithmic,C,2,R,10,8K,23,0.079428377
C.2.R.10-8K-bin.11,logarithmic,C,2,R,10,8K,23,0.079428377
C.2.R.10-8K-bin.12,logarithmic,C,2,R,10,8K,23,0.079428377
C.2.R.10-8K-bin.13,logarithmic,C,2,R,10,8K,27,0.066525861
C.2.R.10-8K-bin.14,logarithmic,C,2,R,10,8K,96,0.106710268
C.2.R.10-8K-bin.15,logarithmic,C,2,R,10,8K,96,0.106710268
C.2.R.10-8K-bin.16,logarithmic,C,2,R,10,8K,6,0.011983179
C.2.R.10-8K-bin.17,logarithmic,C,2,R,10,8K,47,0.160458318
C.2.R.10-8K-bin.18,logarithmic,C,2,R,10,8K,6,0.012686007
C.2.R.10-8K-bin.19,logarithmic,C,2,R,10,8K,47,0.1599959
C.2.R.10-8K-bin.2,logarithmic,C,2,R,10,8K,16,0.016151146
C.2.R.10-8K-bin.20,logarithmic,C,2,R,10,8K,16,0.016151146
C.2.R.10-8K-bin.21,logarithmic,C,2,R,10,8K,96,0.106710268
C.2.R.10-8K-bin.22,logarithmic,C,2,R,10,8K,47,0.1599959
C.2.R.10-8K-bin.23,logarithmic,C,2,R,10,8K,47,0.1599959
C.2.R.10-8K-bin.24,logarithmic,C,2,R,10,8K,96,0.106710268
C.2.R.10-8K-bin.3,logarithmic,C,2,R,10,8K,27,0.066525861
C.2.R.10-8K-bin.4,logarithmic,C,2,R,10,8K,6,0.011983179
C.2.R.10-8K-bin.5,logarithmic,C,2,R,10,8K,27,0.066436957
C.2.R.10-8K-bin.6,logarithmic,C,2,R,10,8K,27,0.066525861
C.2.R.10-8K-bin.7,logarithmic,C,2,R,10,8K,23,0.079894696
C.2.R.10-8K-bin.8,logarithmic,C,2,R,10,8K,6,0.01275241
C.2.R.10-8K-bin.9,logarithmic,C,2,R,10,8K,16,0.016151146
C.2.R.10-DT-bin.10,logarithmic,C,2,R,10,DT,7,0.003961958
C.2.R.10-DT-bin.12,logarithmic,C,2,R,10,DT,39,0.053104124
C.2.R.10-DT-bin.13,logarithmic,C,2,R,10,DT,9,0.012809312
C.2.R.10-DT-bin.14,logarithmic,C,2,R,10,DT,33,0.058796952
C.2.R.10-DT-bin.15,logarithmic,C,2,R,10,DT,27,0.065974339
C.2.R.10-DT-bin.16,logarithmic,C,2,R,10,DT,17,0.017702608
C.2.R.10-DT-bin.17,logarithmic,C,2,R,10,DT,20,0.078975559
C.2.R.10-DT-bin.2,logarithmic,C,2,R,10,DT,47,0.164134165
C.2.R.10-DT-bin.3,logarithmic,C,2,R,10,DT,12,0.012216489
C.2.R.10-DT-bin.4,logarithmic,C,2,R,10,DT,82,0.05049952
C.2.R.10-DT-bin.5,logarithmic,C,2,R,10,DT,92,0.105157806
C.2.R.10-DT-bin.6,logarithmic,C,2,R,10,DT,22,0.079565883
C.2.R.10-DT-bin.7,logarithmic,C,2,R,10,DT,67,0.042416197
C.2.R.10-DT-bin.8,logarithmic,C,2,R,10,DT,5,0.00873905
C.2.R.10-DT-bin.9,logarithmic,C,2,R,10,DT,60,0.035834333
C.2.R.10-MM-bin.1,logarithmic,C,2,R,10,MM,16,0.016372055
C.2.R.10-MM-bin.2,logarithmic,C,2,R,10,MM,33,0.062338994
C.2.R.10-MM-bin.3,logarithmic,C,2,R,10,MM,68,0.041969579
C.2.R.10-MM-bin.4,logarithmic,C,2,R,10,MM,10,0.005316813
C.2.R.10-MM-bin.5,logarithmic,C,2,R,10,MM,22,0.076148846
C.2.R.10-MM-bin.6,logarithmic,C,2,R,10,MM,47,0.161535361
C.2.R.10-MM-bin.8,logarithmic,C,2,R,10,MM,96,0.104717089
C.2.R.10-MM-bin.9,logarithmic,C,2,R,10,MM,19,0.066864775
C.2.R.120-8K-bin.1,logarithmic,C,2,R,120,8K,86,0.00694644
C.2.R.120-8K-bin.10,logarithmic,C,2,R,120,8K,303,0.025164088
C.2.R.120-8K-bin.11,logarithmic,C,2,R,120,8K,50,0.019074941
C.2.R.120-8K-bin.12,logarithmic,C,2,R,120,8K,14,0.002050996
C.2.R.120-8K-bin.13,logarithmic,C,2,R,120,8K,303,0.025056404
C.2.R.120-8K-bin.14,logarithmic,C,2,R,120,8K,211,0.019661026
C.2.R.120-8K-bin.15,logarithmic,C,2,R,120,8K,147,0.015660359
C.2.R.120-8K-bin.16,logarithmic,C,2,R,120,8K,303,0.025056404
C.2.R.120-8K-bin.17,logarithmic,C,2,R,120,8K,35,0.005402403
C.2.R.120-8K-bin.18,logarithmic,C,2,R,120,8K,14,0.002050996
C.2.R.120-8K-bin.19,logarithmic,C,2,R,120,8K,42,0.003924942
C.2.R.120-8K-bin.2,logarithmic,C,2,R,120,8K,147,0.015660359
C.2.R.120-8K-bin.20,logarithmic,C,2,R,120,8K,86,0.00694644
C.2.R.120-8K-bin.21,logarithmic,C,2,R,120,8K,73,0.01368073
C.2.R.120-8K-bin.22,logarithmic,C,2,R,120,8K,303,0.025056404
C.2.R.120-8K-bin.23,logarithmic,C,2,R,120,8K,14,0.002050996
C.2.R.120-8K-bin.24,logarithmic,C,2,R,120,8K,86,0.00694644
C.2.R.120-8K-bin.25,logarithmic,C,2,R,120,8K,147,0.015660359
C.2.R.120-8K-bin.26,logarithmic,C,2,R,120,8K,211,0.019661026
C.2.R.120-8K-bin.27,logarithmic,C,2,R,120,8K,42,0.003924942
C.2.R.120-8K-bin.28,logarithmic,C,2,R,120,8K,147,0.015660359
C.2.R.120-8K-bin.29,logarithmic,C,2,R,120,8K,35,0.005378678
C.2.R.120-8K-bin.3,logarithmic,C,2,R,120,8K,42,0.003924942
C.2.R.120-8K-bin.30,logarithmic,C,2,R,120,8K,211,0.019661026
C.2.R.120-8K-bin.31,logarithmic,C,2,R,120,8K,14,0.002050996
C.2.R.120-8K-bin.32,logarithmic,C,2,R,120,8K,211,0.019661026
C.2.R.120-8K-bin.33,logarithmic,C,2,R,120,8K,35,0.005402403
C.2.R.120-8K-bin.4,logarithmic,C,2,R,120,8K,50,0.019074941
C.2.R.120-8K-bin.5,logarithmic,C,2,R,120,8K,35,0.005368878
C.2.R.120-8K-bin.6,logarithmic,C,2,R,120,8K,50,0.019074941
C.2.R.120-8K-bin.7,logarithmic,C,2,R,120,8K,86,0.00694644
C.2.R.120-8K-bin.8,logarithmic,C,2,R,120,8K,50,0.019074941
C.2.R.120-8K-bin.9,logarithmic,C,2,R,120,8K,42,0.003924942
C.2.R.120-DT-bin.1,logarithmic,C,2,R,120,DT,38,0.006213947
C.2.R.120-DT-bin.12,logarithmic,C,2,R,120,DT,840,0.095077139
C.2.R.120-DT-bin.20,logarithmic,C,2,R,120,DT,83,0.007711358
C.2.R.120-DT-bin.22,logarithmic,C,2,R,120,DT,48,0.01946135
C.2.R.120-DT-bin.23,logarithmic,C,2,R,120,DT,52,0.00537057
C.2.R.120-DT-bin.27,logarithmic,C,2,R,120,DT,200,0.019975085
C.2.R.120-DT-bin.29,logarithmic,C,2,R,120,DT,23,0.004210892
C.2.R.120-DT-bin.3,logarithmic,C,2,R,120,DT,275,0.025096671
C.2.R.120-DT-bin.31,logarithmic,C,2,R,120,DT,510,0.149984525
C.2.R.120-MM-bin.1,logarithmic,C,2,R,120,MM,1045,0.043148893
C.2.R.120-MM-bin.2,logarithmic,C,2,R,120,MM,302,0.025193855
C.2.R.120-MM-bin.3,logarithmic,C,2,R,120,MM,177,0.051277086
C.2.R.180-8K-bin.1,logarithmic,C,2,R,180,8K,854,0.047101105
C.2.R.180-8K-bin.10,logarithmic,C,2,R,180,8K,6,0.00039679
C.2.R.180-8K-bin.11,logarithmic,C,2,R,180,8K,498,0.126252265
C.2.R.180-8K-bin.12,logarithmic,C,2,R,180,8K,6,0.000392923
C.2.R.180-8K-bin.13,logarithmic,C,2,R,180,8K,854,0.047101105
C.2.R.180-8K-bin.14,logarithmic,C,2,R,180,8K,498,0.126252265
C.2.R.180-8K-bin.15,logarithmic,C,2,R,180,8K,717,0.068719524
C.2.R.180-8K-bin.16,logarithmic,C,2,R,180,8K,1435,0.13150862
C.2.R.180-8K-bin.17,logarithmic,C,2,R,180,8K,23,0.002626903
C.2.R.180-8K-bin.18,logarithmic,C,2,R,180,8K,1435,0.13150862
C.2.R.180-8K-bin.19,logarithmic,C,2,R,180,8K,1020,0.056156936
C.2.R.180-8K-bin.2,logarithmic,C,2,R,180,8K,19,0.00238266
C.2.R.180-8K-bin.20,logarithmic,C,2,R,180,8K,6,0.000392923
C.2.R.180-8K-bin.21,logarithmic,C,2,R,180,8K,416,0.053048093
C.2.R.180-8K-bin.22,logarithmic,C,2,R,180,8K,854,0.047101105
C.2.R.180-8K-bin.23,logarithmic,C,2,R,180,8K,854,0.047101105
C.2.R.180-8K-bin.24,logarithmic,C,2,R,180,8K,717,0.07305262
C.2.R.180-8K-bin.25,logarithmic,C,2,R,180,8K,1020,0.056156936
C.2.R.180-8K-bin.26,logarithmic,C,2,R,180,8K,1020,0.056156936
C.2.R.180-8K-bin.27,logarithmic,C,2,R,180,8K,717,0.069652783
C.2.R.180-8K-bin.28,logarithmic,C,2,R,180,8K,19,0.00238266
C.2.R.180-8K-bin.29,logarithmic,C,2,R,180,8K,1020,0.056156936
C.2.R.180-8K-bin.3,logarithmic,C,2,R,180,8K,717,0.069652783
C.2.R.180-8K-bin.30,logarithmic,C,2,R,180,8K,23,0.002626903
C.2.R.180-8K-bin.31,logarithmic,C,2,R,180,8K,19,0.00238266
C.2.R.180-8K-bin.4,logarithmic,C,2,R,180,8K,6,0.000392923
C.2.R.180-8K-bin.5,logarithmic,C,2,R,180,8K,498,0.126252265
C.2.R.180-8K-bin.6,logarithmic,C,2,R,180,8K,23,0.002626903
C.2.R.180-8K-bin.7,logarithmic,C,2,R,180,8K,19,0.00238266
C.2.R.180-8K-bin.8,logarithmic,C,2,R,180,8K,498,0.126252265
C.2.R.180-8K-bin.9,logarithmic,C,2,R,180,8K,23,0.002626903
C.2.R.180-DT-bin.1,logarithmic,C,2,R,180,DT,130,0.003617535
C.2.R.180-DT-bin.10,logarithmic,C,2,R,180,DT,237,0.008313592
C.2.R.180-DT-bin.12,logarithmic,C,2,R,180,DT,1199,0.153614847
C.2.R.180-DT-bin.14,logarithmic,C,2,R,180,DT,4,0.000297232
C.2.R.180-DT-bin.16,logarithmic,C,2,R,180,DT,69,0.013828324
C.2.R.180-DT-bin.17,logarithmic,C,2,R,180,DT,1414,0.165841756
C.2.R.180-DT-bin.18,logarithmic,C,2,R,180,DT,8,0.000527853
C.2.R.180-DT-bin.19,logarithmic,C,2,R,180,DT,139,0.010072181
C.2.R.180-DT-bin.2,logarithmic,C,2,R,180,DT,59,0.006517881
C.2.R.180-DT-bin.20,logarithmic,C,2,R,180,DT,984,0.060964396
C.2.R.180-DT-bin.22,logarithmic,C,2,R,180,DT,489,0.126551514
C.2.R.180-DT-bin.23,logarithmic,C,2,R,180,DT,837,0.047101105
C.2.R.180-DT-bin.25,logarithmic,C,2,R,180,DT,205,0.005945572
C.2.R.180-DT-bin.26,logarithmic,C,2,R,180,DT,405,0.059759899
C.2.R.180-DT-bin.27,logarithmic,C,2,R,180,DT,14,0.000543786
C.2.R.180-DT-bin.29,logarithmic,C,2,R,180,DT,306,0.059457372
C.2.R.180-DT-bin.3,logarithmic,C,2,R,180,DT,22,0.002683081
C.2.R.180-DT-bin.4,logarithmic,C,2,R,180,DT,19,0.002418522
C.2.R.180-DT-bin.5,logarithmic,C,2,R,180,DT,9,0.001383733
C.2.R.180-DT-bin.6,logarithmic,C,2,R,180,DT,708,0.078350014
C.2.R.180-DT-bin.7,logarithmic,C,2,R,180,DT,95,0.007386789
C.2.R.180-DT-bin.8,logarithmic,C,2,R,180,DT,45,0.0063556
C.2.R.180-DT-bin.9,logarithmic,C,2,R,180,DT,80,0.001597853
C.2.R.180-MM-bin.1,logarithmic,C,2,R,180,MM,131,0.003352097
C.2.R.180-MM-bin.2,logarithmic,C,2,R,180,MM,209,0.005944116
C.2.R.180-MM-bin.4,logarithmic,C,2,R,180,MM,142,0.010038281
C.2.R.30-8K-bin.1,logarithmic,C,2,R,30,8K,29,0.017239723
C.2.R.30-8K-bin.10,logarithmic,C,2,R,30,8K,12,0.00448169
C.2.R.30-8K-bin.11,logarithmic,C,2,R,30,8K,12,0.00448169
C.2.R.30-8K-bin.12,logarithmic,C,2,R,30,8K,5,0.001818709
C.2.R.30-8K-bin.13,logarithmic,C,2,R,30,8K,51,0.008566778
C.2.R.30-8K-bin.14,logarithmic,C,2,R,30,8K,20,0.027736078
C.2.R.30-8K-bin.15,logarithmic,C,2,R,30,8K,51,0.007850607
C.2.R.30-8K-bin.16,logarithmic,C,2,R,30,8K,20,0.027736078
C.2.R.30-8K-bin.17,logarithmic,C,2,R,30,8K,29,0.017239723
C.2.R.30-8K-bin.18,logarithmic,C,2,R,30,8K,17,0.007222438
C.2.R.30-8K-bin.19,logarithmic,C,2,R,30,8K,180,0.036924525
C.2.R.30-8K-bin.2,logarithmic,C,2,R,30,8K,7,0.002497646
C.2.R.30-8K-bin.20,logarithmic,C,2,R,30,8K,105,0.112914254
C.2.R.30-8K-bin.21,logarithmic,C,2,R,30,8K,7,0.002497646
C.2.R.30-8K-bin.22,logarithmic,C,2,R,30,8K,35,0.011829828
C.2.R.30-8K-bin.23,logarithmic,C,2,R,30,8K,211,0.143805414
C.2.R.30-8K-bin.24,logarithmic,C,2,R,30,8K,88,0.133577595
C.2.R.30-8K-bin.25,logarithmic,C,2,R,30,8K,35,0.011829828
C.2.R.30-8K-bin.26,logarithmic,C,2,R,30,8K,42,0.049166856
C.2.R.30-8K-bin.27,logarithmic,C,2,R,30,8K,17,0.007222438
C.2.R.30-8K-bin.28,logarithmic,C,2,R,30,8K,5,0.001818709
C.2.R.30-8K-bin.29,logarithmic,C,2,R,30,8K,35,0.011829828
C.2.R.30-8K-bin.3,logarithmic,C,2,R,30,8K,51,0.007850607
C.2.R.30-8K-bin.30,logarithmic,C,2,R,30,8K,180,0.036924525
C.2.R.30-8K-bin.31,logarithmic,C,2,R,30,8K,12,0.00448169
C.2.R.30-8K-bin.32,logarithmic,C,2,R,30,8K,211,0.143805414
C.2.R.30-8K-bin.33,logarithmic,C,2,R,30,8K,35,0.011829828
C.2.R.30-8K-bin.34,logarithmic,C,2,R,30,8K,17,0.007222438
C.2.R.30-8K-bin.35,logarithmic,C,2,R,30,8K,105,0.112914254
C.2.R.30-8K-bin.36,logarithmic,C,2,R,30,8K,20,0.027736078
C.2.R.30-8K-bin.37,logarithmic,C,2,R,30,8K,105,0.112914254
C.2.R.30-8K-bin.38,logarithmic,C,2,R,30,8K,7,0.002497646
