Bin.Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
B.4.C.60-8K-bin.6	B	4	C	60	8K	f__Vibrionaceae (UID4868)	82.68	0.56	0
B.4.C.60-8K-bin.7	B	4	C	60	8K	f__Rhodobacteraceae (UID3340)	93.18	0	0
B.4.C.60-8K-bin.8	B	4	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.4.C.60-8K-bin.9	B	4	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.C.60-DT-bin.1	B	4	C	60	DT	o__Actinomycetales (UID1590)	95	2.94	0
B.4.C.60-DT-bin.10	B	4	C	60	DT	f__Rhodobacteraceae (UID3340)	99.55	0.61	0
B.4.C.60-DT-bin.2	B	4	C	60	DT	k__Bacteria (UID203)	100	13.01	7.69
B.4.C.60-DT-bin.3	B	4	C	60	DT	c__Thermoprotei (UID148)	99.37	0.63	0
B.4.C.60-DT-bin.4	B	4	C	60	DT	f__Micrococcaceae (UID1623)	98.32	1.65	28.57
B.4.C.60-DT-bin.5	B	4	C	60	DT	c__Thermoprotei (UID148)	98.73	0	0
B.4.C.60-DT-bin.6	B	4	C	60	DT	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.C.60-DT-bin.7	B	4	C	60	DT	o__Campylobacterales (UID3068)	15.72	0.35	100
B.4.C.60-DT-bin.8	B	4	C	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.4.C.60-DT-bin.9	B	4	C	60	DT	o__Campylobacterales (UID3068)	97.33	19.08	2.27
B.4.C.60-MM-bin.1	B	4	C	60	MM	o__Actinomycetales (UID1590)	95	0	0
B.4.C.60-MM-bin.10	B	4	C	60	MM	o__Flavobacteriales (UID2815)	100	0.14	100
B.4.C.60-MM-bin.11	B	4	C	60	MM	f__Rhodobacteraceae (UID3356)	98.78	0.35	0
B.4.C.60-MM-bin.12	B	4	C	60	MM	k__Archaea (UID2)	68.85	33.26	0
B.4.C.60-MM-bin.13	B	4	C	60	MM	f__Micrococcaceae (UID1631)	97.37	3.79	43.75
B.4.C.60-MM-bin.14	B	4	C	60	MM	f__Rhodobacteraceae (UID3340)	98.94	0.08	0
B.4.C.60-MM-bin.15	B	4	C	60	MM	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.C.60-MM-bin.16	B	4	C	60	MM	o__Burkholderiales (UID4000)	94.75	4.07	46.67
B.4.C.60-MM-bin.2	B	4	C	60	MM	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.4.C.60-MM-bin.3	B	4	C	60	MM	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.4.C.60-MM-bin.4	B	4	C	60	MM	o__Rhizobiales (UID3481)	99.4	0.48	25
B.4.C.60-MM-bin.5	B	4	C	60	MM	o__Burkholderiales (UID4000)	93.14	3.51	25
B.4.C.60-MM-bin.6	B	4	C	60	MM	f__Vibrionaceae (UID4868)	99.93	0.91	0
B.4.C.60-MM-bin.7	B	4	C	60	MM	c__Betaproteobacteria (UID3959)	96.9	8.99	21.62
B.4.C.60-MM-bin.8	B	4	C	60	MM	o__Campylobacterales (UID3068)	67.1	26.64	5.47
B.4.C.60-MM-bin.9	B	4	C	60	MM	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.N.60-8K-bin.1	B	4	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.N.60-8K-bin.10	B	4	N	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.N.60-8K-bin.11	B	4	N	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.N.60-8K-bin.12	B	4	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.4.N.60-8K-bin.13	B	4	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.N.60-8K-bin.14	B	4	N	60	8K	f__Micrococcaceae (UID1631)	99.71	0.29	0
B.4.N.60-8K-bin.15	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.58	0	0
B.4.N.60-8K-bin.16	B	4	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.N.60-8K-bin.17	B	4	N	60	8K	f__Micrococcaceae (UID1631)	99.71	0.29	0
B.4.N.60-8K-bin.18	B	4	N	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.N.60-8K-bin.19	B	4	N	60	8K	f__Micrococcaceae (UID1631)	99.71	0.29	0
B.4.N.60-8K-bin.2	B	4	N	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.N.60-8K-bin.20	B	4	N	60	8K	f__Rhodobacteraceae (UID3340)	82.73	0	0
B.4.N.60-8K-bin.21	B	4	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.N.60-8K-bin.22	B	4	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.N.60-8K-bin.23	B	4	N	60	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.4.N.60-8K-bin.24	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.53	0
B.4.N.60-8K-bin.25	B	4	N	60	8K	f__Rhodobacteraceae (UID3356)	98.17	0.35	0
B.4.N.60-8K-bin.26	B	4	N	60	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.4.N.60-8K-bin.27	B	4	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.N.60-8K-bin.28	B	4	N	60	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.4.N.60-8K-bin.29	B	4	N	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.N.60-8K-bin.3	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.53	0
B.4.N.60-8K-bin.30	B	4	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.4.N.60-8K-bin.31	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.53	0
B.4.N.60-8K-bin.32	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.58	0	0
B.4.N.60-8K-bin.33	B	4	N	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.N.60-8K-bin.34	B	4	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.N.60-8K-bin.35	B	4	N	60	8K	f__Bacillaceae (UID829)	94.84	1.03	0
B.4.N.60-8K-bin.36	B	4	N	60	8K	o__Flavobacteriales (UID2815)	100	0.02	100
B.4.N.60-8K-bin.37	B	4	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.N.60-8K-bin.38	B	4	N	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.N.60-8K-bin.39	B	4	N	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.4.N.60-8K-bin.4	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.58	0	0
B.4.N.60-8K-bin.40	B	4	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.4.N.60-8K-bin.41	B	4	N	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.4.N.60-8K-bin.42	B	4	N	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.4.N.60-8K-bin.43	B	4	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.4.N.60-8K-bin.44	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.58	0	0
B.4.N.60-8K-bin.45	B	4	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.53	0
B.4.N.60-8K-bin.46	B	4	N	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.N.60-8K-bin.47	B	4	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.4.N.60-8K-bin.48	B	4	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.4.N.60-8K-bin.49	B	4	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.4.N.60-8K-bin.5	B	4	N	60	8K	f__Micrococcaceae (UID1631)	99.71	0.29	0
B.4.N.60-8K-bin.50	B	4	N	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.N.60-8K-bin.51	B	4	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.4.N.60-8K-bin.6	B	4	N	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.N.60-8K-bin.7	B	4	N	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.N.60-8K-bin.8	B	4	N	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.4.N.60-8K-bin.9	B	4	N	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.4.N.60-DT-bin.1	B	4	N	60	DT	o__Flavobacteriales (UID2815)	100	0.02	100
B.4.N.60-DT-bin.10	B	4	N	60	DT	o__Campylobacterales (UID3068)	95.11	0.72	25
B.4.N.60-DT-bin.11	B	4	N	60	DT	o__Campylobacterales (UID3068)	98.35	1.47	0
B.4.N.60-DT-bin.12	B	4	N	60	DT	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.4.N.60-DT-bin.13	B	4	N	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.4.N.60-DT-bin.14	B	4	N	60	DT	f__Rhodobacteraceae (UID3356)	99.39	0.5	0
B.4.N.60-DT-bin.15	B	4	N	60	DT	c__Betaproteobacteria (UID3959)	97.5	67.99	26.77
B.4.N.60-DT-bin.16	B	4	N	60	DT	f__Halobacteriaceae (UID85)	97.59	11.01	11.11
B.4.N.60-DT-bin.17	B	4	N	60	DT	o__Actinomycetales (UID1812)	99.67	0.94	0
B.4.N.60-DT-bin.18	B	4	N	60	DT	c__Thermoprotei (UID148)	99.37	0	0
B.4.N.60-DT-bin.19	B	4	N	60	DT	f__Bacillaceae (UID829)	98.66	2.13	0
B.4.N.60-DT-bin.2	B	4	N	60	DT	f__Halobacteriaceae (UID85)	85.83	1.6	14.29
B.4.N.60-DT-bin.20	B	4	N	60	DT	f__Micrococcaceae (UID1631)	99.71	0.49	0
B.4.N.60-DT-bin.21	B	4	N	60	DT	f__Rhodobacteraceae (UID3340)	99.7	0.23	50
B.4.N.60-DT-bin.22	B	4	N	60	DT	o__Actinomycetales (UID1812)	97.58	0.55	0
B.4.N.60-DT-bin.23	B	4	N	60	DT	f__Bifidobacteriaceae (UID1458)	99.24	0	0
B.4.N.60-DT-bin.3	B	4	N	60	DT	o__Actinomycetales (UID1590)	95	2.65	0
B.4.N.60-DT-bin.4	B	4	N	60	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.4.N.60-DT-bin.5	B	4	N	60	DT	o__Sphingomonadales (UID3310)	84.25	2.44	17.65
B.4.N.60-DT-bin.6	B	4	N	60	DT	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.4.N.60-DT-bin.7	B	4	N	60	DT	o__Sphingomonadales (UID3310)	97.16	1.66	31.25
B.4.N.60-DT-bin.8	B	4	N	60	DT	f__Rhodobacteraceae (UID3356)	98.65	0.65	0
B.4.N.60-DT-bin.9	B	4	N	60	DT	f__Bifidobacteriaceae (UID1458)	100	0.76	0
B.4.N.60-MM-bin.1	B	4	N	60	MM	f__Bifidobacteriaceae (UID1458)	99.43	4.22	18.75
B.4.N.60-MM-bin.10	B	4	N	60	MM	f__Micrococcaceae (UID1623)	98.32	1.18	0
B.4.N.60-MM-bin.11	B	4	N	60	MM	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.N.60-MM-bin.12	B	4	N	60	MM	o__Sphingomonadales (UID3310)	65.74	6.71	16.67
B.4.N.60-MM-bin.13	B	4	N	60	MM	f__Rhodobacteraceae (UID3356)	98.48	0.35	0
B.4.N.60-MM-bin.14	B	4	N	60	MM	o__Burkholderiales (UID4000)	95.27	0.47	0
B.4.N.60-MM-bin.15	B	4	N	60	MM	o__Actinomycetales (UID1590)	95	0	0
B.4.N.60-MM-bin.16	B	4	N	60	MM	o__Flavobacteriales (UID2815)	100	0	0
B.4.N.60-MM-bin.17	B	4	N	60	MM	o__Actinomycetales (UID1812)	98.79	1.14	0
B.4.N.60-MM-bin.18	B	4	N	60	MM	f__Bacillaceae (UID829)	90.94	11.18	16.36
B.4.N.60-MM-bin.19	B	4	N	60	MM	o__Campylobacterales (UID3068)	92.38	0.12	0
B.4.N.60-MM-bin.2	B	4	N	60	MM	o__Campylobacterales (UID3068)	96.78	3.31	18.18
B.4.N.60-MM-bin.3	B	4	N	60	MM	k__Bacteria (UID203)	36.21	0	0
B.4.N.60-MM-bin.4	B	4	N	60	MM	f__Rhodobacteraceae (UID3340)	99.04	0.23	0
B.4.N.60-MM-bin.5	B	4	N	60	MM	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.4.N.60-MM-bin.6	B	4	N	60	MM	c__Betaproteobacteria (UID3959)	99.14	0.95	0
B.4.N.60-MM-bin.7	B	4	N	60	MM	o__Burkholderiales (UID4000)	98.73	0.56	80
B.4.N.60-MM-bin.8	B	4	N	60	MM	f__Bifidobacteriaceae (UID1458)	97.81	1.26	0
B.4.N.60-MM-bin.9	B	4	N	60	MM	o__Campylobacterales (UID3068)	96.23	3.77	0
B.4.V.60-8K-bin.1	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.10	B	4	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.V.60-8K-bin.11	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.12	B	4	V	60	8K	o__Flavobacteriales (UID2815)	94.61	0	0
B.4.V.60-8K-bin.13	B	4	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.65	66.67
B.4.V.60-8K-bin.14	B	4	V	60	8K	f__Rhodobacteraceae (UID3340)	87.12	0	0
B.4.V.60-8K-bin.15	B	4	V	60	8K	o__Actinomycetales (UID1812)	95.13	0.66	0
B.4.V.60-8K-bin.16	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.17	B	4	V	60	8K	f__Rhodobacteraceae (UID3340)	87.12	0	0
B.4.V.60-8K-bin.18	B	4	V	60	8K	o__Actinomycetales (UID1812)	95.13	0.66	0
B.4.V.60-8K-bin.19	B	4	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.V.60-8K-bin.2	B	4	V	60	8K	f__Rhodobacteraceae (UID3340)	87.12	0	0
B.4.V.60-8K-bin.20	B	4	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.V.60-8K-bin.21	B	4	V	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.4.V.60-8K-bin.22	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.23	B	4	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.V.60-8K-bin.24	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.25	B	4	V	60	8K	o__Actinomycetales (UID1812)	95.13	0.66	0
B.4.V.60-8K-bin.26	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.27	B	4	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.V.60-8K-bin.28	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.29	B	4	V	60	8K	o__Actinomycetales (UID1812)	99.23	0.79	0
B.4.V.60-8K-bin.3	B	4	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.V.60-8K-bin.30	B	4	V	60	8K	o__Flavobacteriales (UID2815)	94.61	0	0
B.4.V.60-8K-bin.31	B	4	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.V.60-8K-bin.32	B	4	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.V.60-8K-bin.33	B	4	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.V.60-8K-bin.34	B	4	V	60	8K	o__Flavobacteriales (UID2815)	94.61	0	0
B.4.V.60-8K-bin.35	B	4	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.V.60-8K-bin.36	B	4	V	60	8K	o__Flavobacteriales (UID2815)	94.61	0	0
B.4.V.60-8K-bin.37	B	4	V	60	8K	f__Rhodobacteraceae (UID3340)	87.12	0	0
B.4.V.60-8K-bin.4	B	4	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.V.60-8K-bin.5	B	4	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.V.60-8K-bin.6	B	4	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.V.60-8K-bin.7	B	4	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.V.60-8K-bin.8	B	4	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.V.60-8K-bin.9	B	4	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.V.60-DT-bin.1	B	4	V	60	DT	o__Rhizobiales (UID3481)	99.44	0.54	0
B.4.V.60-DT-bin.10	B	4	V	60	DT	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.V.60-DT-bin.11	B	4	V	60	DT	o__Campylobacterales (UID3068)	71.16	1.46	12.5
B.4.V.60-DT-bin.12	B	4	V	60	DT	c__Thermoprotei (UID148)	100	0	0
B.4.V.60-DT-bin.13	B	4	V	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.4.V.60-DT-bin.14	B	4	V	60	DT	f__Enterobacteriaceae (UID5103)	61.08	12.76	62.07
B.4.V.60-DT-bin.15	B	4	V	60	DT	o__Actinomycetales (UID1812)	99.67	0.79	0
B.4.V.60-DT-bin.16	B	4	V	60	DT	o__Flavobacteriales (UID2815)	100	0.25	100
B.4.V.60-DT-bin.17	B	4	V	60	DT	k__Bacteria (UID203)	60.03	28.16	2.6
B.4.V.60-DT-bin.18	B	4	V	60	DT	f__Rhodobacteraceae (UID3356)	97.43	0.14	0
B.4.V.60-DT-bin.19	B	4	V	60	DT	o__Campylobacterales (UID3068)	93.72	1.08	0
B.4.V.60-DT-bin.2	B	4	V	60	DT	k__Bacteria (UID203)	50.2	9.64	88.24
B.4.V.60-DT-bin.3	B	4	V	60	DT	c__Thermoprotei (UID148)	99.37	0.32	0
B.4.V.60-DT-bin.4	B	4	V	60	DT	o__Actinomycetales (UID1590)	95	0	0
B.4.V.60-DT-bin.5	B	4	V	60	DT	f__Micrococcaceae (UID1623)	98.32	1.65	66.67
B.4.V.60-DT-bin.6	B	4	V	60	DT	o__Campylobacterales (UID3068)	94.93	1.73	25
B.4.V.60-DT-bin.7	B	4	V	60	DT	f__Rhodobacteraceae (UID3340)	99.55	0.08	0
B.4.V.60-DT-bin.8	B	4	V	60	DT	f__Vibrionaceae (UID4868)	99.93	0.91	0
B.4.V.60-DT-bin.9	B	4	V	60	DT	k__Archaea (UID2)	68.15	15.46	0
B.4.V.60-MM-bin.10	B	4	V	60	MM	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.4.V.60-MM-bin.11	B	4	V	60	MM	o__Flavobacteriales (UID2815)	100	0	0
B.4.V.60-MM-bin.2	B	4	V	60	MM	o__Actinomycetales (UID1812)	99.23	0.79	0
B.4.V.60-MM-bin.3	B	4	V	60	MM	f__Rhodobacteraceae (UID3356)	98.48	0.5	33.33
B.4.V.60-MM-bin.4	B	4	V	60	MM	f__Vibrionaceae (UID4868)	99.93	0.91	0
B.4.V.60-MM-bin.5	B	4	V	60	MM	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.4.V.60-MM-bin.6	B	4	V	60	MM	c__Betaproteobacteria (UID3959)	98.1	3.6	14.29
B.4.V.60-MM-bin.7	B	4	V	60	MM	o__Rhizobiales (UID3481)	99.44	0.44	0
B.4.V.60-MM-bin.8	B	4	V	60	MM	o__Burkholderiales (UID4000)	96.9	3.03	41.67
B.4.V.60-MM-bin.9	B	4	V	60	MM	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.C.60-8K-bin.1	B	5	C	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.C.60-8K-bin.10	B	5	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.C.60-8K-bin.11	B	5	C	60	8K	o__Sphingomonadales (UID3310)	95	0.09	0
B.5.C.60-8K-bin.12	B	5	C	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.C.60-8K-bin.13	B	5	C	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.C.60-8K-bin.14	B	5	C	60	8K	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.5.C.60-8K-bin.15	B	5	C	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.5.C.60-8K-bin.16	B	5	C	60	8K	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.5.C.60-8K-bin.17	B	5	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.C.60-8K-bin.18	B	5	C	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.C.60-8K-bin.19	B	5	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.C.60-8K-bin.2	B	5	C	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.C.60-8K-bin.20	B	5	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.C.60-8K-bin.21	B	5	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.C.60-8K-bin.22	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.23	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.24	B	5	C	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.5.C.60-8K-bin.25	B	5	C	60	8K	f__Halobacteriaceae (UID85)	99.53	0	0
B.5.C.60-8K-bin.26	B	5	C	60	8K	o__Rhizobiales (UID3481)	98.24	0.44	0
B.5.C.60-8K-bin.27	B	5	C	60	8K	f__Halobacteriaceae (UID85)	99.53	0	0
B.5.C.60-8K-bin.28	B	5	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.C.60-8K-bin.29	B	5	C	60	8K	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.5.C.60-8K-bin.3	B	5	C	60	8K	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.5.C.60-8K-bin.30	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.31	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.32	B	5	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.C.60-8K-bin.33	B	5	C	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.5.C.60-8K-bin.34	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.35	B	5	C	60	8K	f__Halobacteriaceae (UID85)	99.53	0	0
B.5.C.60-8K-bin.36	B	5	C	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.5.C.60-8K-bin.37	B	5	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.C.60-8K-bin.38	B	5	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.C.60-8K-bin.39	B	5	C	60	8K	o__Sphingomonadales (UID3310)	98.79	0.34	0
B.5.C.60-8K-bin.4	B	5	C	60	8K	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.5.C.60-8K-bin.40	B	5	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.C.60-8K-bin.41	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.42	B	5	C	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.C.60-8K-bin.43	B	5	C	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.C.60-8K-bin.44	B	5	C	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.5.C.60-8K-bin.45	B	5	C	60	8K	f__Halobacteriaceae (UID85)	99.53	0	0
B.5.C.60-8K-bin.46	B	5	C	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.5.C.60-8K-bin.47	B	5	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.C.60-8K-bin.48	B	5	C	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.C.60-8K-bin.49	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.5	B	5	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.C.60-8K-bin.50	B	5	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.C.60-8K-bin.51	B	5	C	60	8K	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.5.C.60-8K-bin.52	B	5	C	60	8K	f__Rhodobacteraceae (UID3340)	95.61	0.08	0
B.5.C.60-8K-bin.53	B	5	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.C.60-8K-bin.54	B	5	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.C.60-8K-bin.55	B	5	C	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.C.60-8K-bin.56	B	5	C	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.5.C.60-8K-bin.57	B	5	C	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.C.60-8K-bin.58	B	5	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.C.60-8K-bin.6	B	5	C	60	8K	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.5.C.60-8K-bin.7	B	5	C	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.5.C.60-8K-bin.8	B	5	C	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.C.60-8K-bin.9	B	5	C	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.C.60-DT-bin.1	B	5	C	60	DT	f__Bifidobacteriaceae (UID1462)	90.02	0.54	66.67
B.5.C.60-DT-bin.10	B	5	C	60	DT	c__Thermoprotei (UID148)	98.73	0	0
B.5.C.60-DT-bin.11	B	5	C	60	DT	o__Actinomycetales (UID1590)	95	0.29	0
B.5.C.60-DT-bin.12	B	5	C	60	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.C.60-DT-bin.13	B	5	C	60	DT	f__Vibrionaceae (UID4868)	94.49	0.64	0
B.5.C.60-DT-bin.14	B	5	C	60	DT	o__Campylobacterales (UID3068)	94.75	1.17	0
B.5.C.60-DT-bin.15	B	5	C	60	DT	f__Rhodobacteraceae (UID3340)	99.55	0.23	0
B.5.C.60-DT-bin.16	B	5	C	60	DT	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.C.60-DT-bin.17	B	5	C	60	DT	k__Bacteria (UID203)	60.03	28.31	2.56
B.5.C.60-DT-bin.18	B	5	C	60	DT	f__Micrococcaceae (UID1623)	98.32	1.61	16.67
B.5.C.60-DT-bin.19	B	5	C	60	DT	o__Actinomycetales (UID1812)	99.67	2.41	4.35
B.5.C.60-DT-bin.2	B	5	C	60	DT	c__Thermoprotei (UID148)	99.37	0.63	0
B.5.C.60-DT-bin.20	B	5	C	60	DT	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.5.C.60-DT-bin.21	B	5	C	60	DT	o__Actinomycetales (UID1812)	98.9	0.55	0
