A.1.O.60-DT-bin.18	A.1.O.60	848527
A.1.O.60-DT-bin.19	A.1.O.60	609574
A.1.O.60-DT-bin.1	A.1.O.60	526629
A.1.O.60-DT-bin.20	A.1.O.60	1117740
A.1.O.60-DT-bin.21	A.1.O.60	1463864
A.1.O.60-DT-bin.22	A.1.O.60	2021708
A.1.O.60-DT-bin.23	A.1.O.60	1182464
A.1.O.60-DT-bin.2	A.1.O.60	1048823
A.1.O.60-DT-bin.3	A.1.O.60	1396775
A.1.O.60-DT-bin.4	A.1.O.60	709959
A.1.O.60-DT-bin.5	A.1.O.60	2023500
A.1.O.60-DT-bin.6	A.1.O.60	1095432
A.1.O.60-DT-bin.7	A.1.O.60	1057570
A.1.O.60-DT-bin.8	A.1.O.60	821337
A.1.O.60-DT-bin.9	A.1.O.60	1060766
A.2.C.60-8K-bin.10	A.2.C.60	269767
A.2.C.60-8K-bin.11	A.2.C.60	154149
A.2.C.60-8K-bin.12	A.2.C.60	279010
A.2.C.60-8K-bin.13	A.2.C.60	154149
A.2.C.60-8K-bin.14	A.2.C.60	2914564
A.2.C.60-8K-bin.15	A.2.C.60	157812
A.2.C.60-8K-bin.16	A.2.C.60	422531
A.2.C.60-8K-bin.17	A.2.C.60	896898
A.2.C.60-8K-bin.18	A.2.C.60	2917531
A.2.C.60-8K-bin.19	A.2.C.60	420130
A.2.C.60-8K-bin.1	A.2.C.60	132731
A.2.C.60-8K-bin.20	A.2.C.60	511243
A.2.C.60-8K-bin.21	A.2.C.60	269767
A.2.C.60-8K-bin.22	A.2.C.60	269767
A.2.C.60-8K-bin.23	A.2.C.60	132731
A.2.C.60-8K-bin.24	A.2.C.60	132731
A.2.C.60-8K-bin.25	A.2.C.60	511243
A.2.C.60-8K-bin.26	A.2.C.60	283737
A.2.C.60-8K-bin.27	A.2.C.60	132731
A.2.C.60-8K-bin.28	A.2.C.60	283737
A.2.C.60-8K-bin.29	A.2.C.60	896898
A.2.C.60-8K-bin.2	A.2.C.60	2914564
A.2.C.60-8K-bin.30	A.2.C.60	279010
A.2.C.60-8K-bin.31	A.2.C.60	896898
A.2.C.60-8K-bin.32	A.2.C.60	511243
A.2.C.60-8K-bin.33	A.2.C.60	269767
A.2.C.60-8K-bin.34	A.2.C.60	511243
A.2.C.60-8K-bin.35	A.2.C.60	279010
A.2.C.60-8K-bin.36	A.2.C.60	420130
A.2.C.60-8K-bin.3	A.2.C.60	896898
A.2.C.60-8K-bin.4	A.2.C.60	279010
A.2.C.60-8K-bin.5	A.2.C.60	154149
A.2.C.60-8K-bin.6	A.2.C.60	420130
A.2.C.60-8K-bin.7	A.2.C.60	2914564
A.2.C.60-8K-bin.8	A.2.C.60	283737
A.2.C.60-8K-bin.9	A.2.C.60	283737
A.2.C.60-DT-bin.10	A.2.C.60	283737
A.2.C.60-DT-bin.11	A.2.C.60	446613
A.2.C.60-DT-bin.12	A.2.C.60	270468
A.2.C.60-DT-bin.13	A.2.C.60	165437
A.2.C.60-DT-bin.14	A.2.C.60	920596
A.2.C.60-DT-bin.15	A.2.C.60	165024
A.2.C.60-DT-bin.16	A.2.C.60	833728
A.2.C.60-DT-bin.17	A.2.C.60	519950
A.2.C.60-DT-bin.1	A.2.C.60	981925
A.2.C.60-DT-bin.2	A.2.C.60	134760
A.2.C.60-DT-bin.3	A.2.C.60	1171133
A.2.C.60-DT-bin.4	A.2.C.60	67058
A.2.C.60-DT-bin.5	A.2.C.60	533709
A.2.C.60-DT-bin.6	A.2.C.60	282734
A.2.C.60-DT-bin.7	A.2.C.60	3027898
A.2.C.60-DT-bin.9	A.2.C.60	431156
A.2.C.60-MM-bin.10	A.2.C.60	317244
A.2.C.60-MM-bin.11	A.2.C.60	284197
A.2.C.60-MM-bin.12	A.2.C.60	438867
A.2.C.60-MM-bin.13	A.2.C.60	250346
A.2.C.60-MM-bin.14	A.2.C.60	132011
A.2.C.60-MM-bin.15	A.2.C.60	280131
A.2.C.60-MM-bin.1	A.2.C.60	3138701
A.2.C.60-MM-bin.2	A.2.C.60	419576
A.2.C.60-MM-bin.4	A.2.C.60	268564
A.2.C.60-MM-bin.6	A.2.C.60	772766
A.2.C.60-MM-bin.7	A.2.C.60	515683
A.2.C.60-MM-bin.9	A.2.C.60	1001207
A.2.N.60-8K-bin.10	A.2.N.60	360596
A.2.N.60-8K-bin.11	A.2.N.60	200648
A.2.N.60-8K-bin.12	A.2.N.60	421661
A.2.N.60-8K-bin.13	A.2.N.60	200280
A.2.N.60-8K-bin.14	A.2.N.60	770135
A.2.N.60-8K-bin.15	A.2.N.60	199477
A.2.N.60-8K-bin.16	A.2.N.60	1048083
A.2.N.60-8K-bin.17	A.2.N.60	421661
A.2.N.60-8K-bin.18	A.2.N.60	1156367
A.2.N.60-8K-bin.19	A.2.N.60	68990
A.2.N.60-8K-bin.1	A.2.N.60	360596
A.2.N.60-8K-bin.20	A.2.N.60	128186
A.2.N.60-8K-bin.21	A.2.N.60	1027741
A.2.N.60-8K-bin.22	A.2.N.60	259338
A.2.N.60-8K-bin.23	A.2.N.60	795500
A.2.N.60-8K-bin.24	A.2.N.60	421661
A.2.N.60-8K-bin.25	A.2.N.60	257702
A.2.N.60-8K-bin.26	A.2.N.60	795500
A.2.N.60-8K-bin.27	A.2.N.60	120062
A.2.N.60-8K-bin.28	A.2.N.60	75339
A.2.N.60-8K-bin.29	A.2.N.60	171038
A.2.N.60-8K-bin.2	A.2.N.60	770135
A.2.N.60-8K-bin.30	A.2.N.60	360596
A.2.N.60-8K-bin.31	A.2.N.60	770135
A.2.N.60-8K-bin.32	A.2.N.60	795500
A.2.N.60-8K-bin.33	A.2.N.60	421661
A.2.N.60-8K-bin.34	A.2.N.60	120062
A.2.N.60-8K-bin.35	A.2.N.60	360596
A.2.N.60-8K-bin.36	A.2.N.60	69511
A.2.N.60-8K-bin.37	A.2.N.60	1027741
A.2.N.60-8K-bin.38	A.2.N.60	171038
A.2.N.60-8K-bin.39	A.2.N.60	68990
A.2.N.60-8K-bin.3	A.2.N.60	1027741
A.2.N.60-8K-bin.40	A.2.N.60	120062
A.2.N.60-8K-bin.41	A.2.N.60	257702
A.2.N.60-8K-bin.4	A.2.N.60	200648
A.2.N.60-8K-bin.5	A.2.N.60	795500
A.2.N.60-8K-bin.6	A.2.N.60	257702
A.2.N.60-8K-bin.7	A.2.N.60	770135
A.2.N.60-8K-bin.8	A.2.N.60	171038
A.2.N.60-8K-bin.9	A.2.N.60	171038
A.2.N.60-DT-bin.10	A.2.N.60	211115
A.2.N.60-DT-bin.11	A.2.N.60	811236
A.2.N.60-DT-bin.12	A.2.N.60	704904
A.2.N.60-DT-bin.13	A.2.N.60	106542
A.2.N.60-DT-bin.14	A.2.N.60	68022
A.2.N.60-DT-bin.15	A.2.N.60	132543
A.2.N.60-DT-bin.17	A.2.N.60	197337
A.2.N.60-DT-bin.1	A.2.N.60	1161544
A.2.N.60-DT-bin.2	A.2.N.60	1278553
A.2.N.60-DT-bin.3	A.2.N.60	267132
A.2.N.60-DT-bin.4	A.2.N.60	445624
A.2.N.60-DT-bin.5	A.2.N.60	337226
A.2.N.60-DT-bin.6	A.2.N.60	977442
A.2.N.60-DT-bin.7	A.2.N.60	823573
A.2.N.60-DT-bin.8	A.2.N.60	363341
A.2.N.60-MM-bin.12	A.2.N.60	693363
A.2.N.60-MM-bin.13	A.2.N.60	601448
A.2.N.60-MM-bin.14	A.2.N.60	784321
A.2.N.60-MM-bin.1	A.2.N.60	441119
A.2.N.60-MM-bin.2	A.2.N.60	356899
A.2.N.60-MM-bin.3	A.2.N.60	795784
A.2.N.60-MM-bin.4	A.2.N.60	168961
A.2.N.60-MM-bin.5	A.2.N.60	247234
A.2.N.60-MM-bin.7	A.2.N.60	1124834
A.2.N.60-MM-bin.8	A.2.N.60	670266
A.2.N.60-MM-bin.9	A.2.N.60	358845
A.2.R.10-8K-bin.10	A.2.R.10	586075
A.2.R.10-8K-bin.11	A.2.R.10	586075
A.2.R.10-8K-bin.12	A.2.R.10	508237
A.2.R.10-8K-bin.13	A.2.R.10	586075
A.2.R.10-8K-bin.14	A.2.R.10	307572
A.2.R.10-8K-bin.15	A.2.R.10	263563
A.2.R.10-8K-bin.16	A.2.R.10	636685
A.2.R.10-8K-bin.17	A.2.R.10	274619
A.2.R.10-8K-bin.18	A.2.R.10	481087
A.2.R.10-8K-bin.19	A.2.R.10	263563
A.2.R.10-8K-bin.1	A.2.R.10	508237
A.2.R.10-8K-bin.20	A.2.R.10	481087
A.2.R.10-8K-bin.21	A.2.R.10	600827
A.2.R.10-8K-bin.22	A.2.R.10	481087
A.2.R.10-8K-bin.23	A.2.R.10	478428
A.2.R.10-8K-bin.24	A.2.R.10	600827
A.2.R.10-8K-bin.25	A.2.R.10	646833
A.2.R.10-8K-bin.26	A.2.R.10	90552
A.2.R.10-8K-bin.27	A.2.R.10	42298
A.2.R.10-8K-bin.28	A.2.R.10	307572
A.2.R.10-8K-bin.29	A.2.R.10	508237
A.2.R.10-8K-bin.2	A.2.R.10	586075
A.2.R.10-8K-bin.30	A.2.R.10	600827
A.2.R.10-8K-bin.31	A.2.R.10	646833
A.2.R.10-8K-bin.32	A.2.R.10	274619
A.2.R.10-8K-bin.33	A.2.R.10	170840
A.2.R.10-8K-bin.34	A.2.R.10	274619
A.2.R.10-8K-bin.35	A.2.R.10	90552
A.2.R.10-8K-bin.36	A.2.R.10	170840
A.2.R.10-8K-bin.37	A.2.R.10	639218
A.2.R.10-8K-bin.38	A.2.R.10	90552
A.2.R.10-8K-bin.39	A.2.R.10	263563
A.2.R.10-8K-bin.3	A.2.R.10	600827
A.2.R.10-8K-bin.40	A.2.R.10	170840
A.2.R.10-8K-bin.41	A.2.R.10	170840
A.2.R.10-8K-bin.42	A.2.R.10	646833
A.2.R.10-8K-bin.4	A.2.R.10	508237
A.2.R.10-8K-bin.5	A.2.R.10	274619
A.2.R.10-8K-bin.6	A.2.R.10	263563
A.2.R.10-8K-bin.7	A.2.R.10	307572
A.2.R.10-8K-bin.8	A.2.R.10	307572
A.2.R.10-8K-bin.9	A.2.R.10	90552
A.2.R.10-DT-bin.10	A.2.R.10	636990
A.2.R.10-DT-bin.11	A.2.R.10	843066
A.2.R.10-DT-bin.12	A.2.R.10	51189
A.2.R.10-DT-bin.13	A.2.R.10	318208
A.2.R.10-DT-bin.14	A.2.R.10	91196
A.2.R.10-DT-bin.15	A.2.R.10	171218
A.2.R.10-DT-bin.16	A.2.R.10	2308193
A.2.R.10-DT-bin.17	A.2.R.10	502836
A.2.R.10-DT-bin.18	A.2.R.10	42654
A.2.R.10-DT-bin.1	A.2.R.10	75083
A.2.R.10-DT-bin.2	A.2.R.10	305094
A.2.R.10-DT-bin.4	A.2.R.10	429346
A.2.R.10-DT-bin.5	A.2.R.10	600000
A.2.R.10-DT-bin.6	A.2.R.10	679907
A.2.R.10-DT-bin.7	A.2.R.10	735890
A.2.R.10-DT-bin.8	A.2.R.10	268584
A.2.R.10-DT-bin.9	A.2.R.10	534725
A.2.R.10-MM-bin.10	A.2.R.10	610656
A.2.R.10-MM-bin.11	A.2.R.10	485430
A.2.R.10-MM-bin.12	A.2.R.10	692482
A.2.R.10-MM-bin.1	A.2.R.10	290640
A.2.R.10-MM-bin.2	A.2.R.10	2237182
A.2.R.10-MM-bin.3	A.2.R.10	544879
A.2.R.10-MM-bin.4	A.2.R.10	669605
A.2.R.10-MM-bin.5	A.2.R.10	330249
A.2.R.10-MM-bin.6	A.2.R.10	574355
A.2.R.10-MM-bin.7	A.2.R.10	84831
A.2.R.120-8K-bin.10	A.2.R.120	1295614
A.2.R.120-8K-bin.11	A.2.R.120	558769
A.2.R.120-8K-bin.12	A.2.R.120	1500742
A.2.R.120-8K-bin.13	A.2.R.120	578538
A.2.R.120-8K-bin.14	A.2.R.120	9551623
A.2.R.120-8K-bin.15	A.2.R.120	259746
A.2.R.120-8K-bin.16	A.2.R.120	1007066
A.2.R.120-8K-bin.17	A.2.R.120	578538
A.2.R.120-8K-bin.18	A.2.R.120	1597498
A.2.R.120-8K-bin.19	A.2.R.120	1008739
A.2.R.120-8K-bin.1	A.2.R.120	1295614
A.2.R.120-8K-bin.20	A.2.R.120	259222
A.2.R.120-8K-bin.21	A.2.R.120	11653351
A.2.R.120-8K-bin.22	A.2.R.120	553209
A.2.R.120-8K-bin.23	A.2.R.120	1295614
A.2.R.120-8K-bin.24	A.2.R.120	1661325
A.2.R.120-8K-bin.25	A.2.R.120	11653351
A.2.R.120-8K-bin.26	A.2.R.120	578538
A.2.R.120-8K-bin.27	A.2.R.120	1295614
A.2.R.120-8K-bin.28	A.2.R.120	1007066
A.2.R.120-8K-bin.29	A.2.R.120	9551623
A.2.R.120-8K-bin.2	A.2.R.120	1012193
A.2.R.120-8K-bin.30	A.2.R.120	11653351
A.2.R.120-8K-bin.31	A.2.R.120	9551623
A.2.R.120-8K-bin.32	A.2.R.120	9551623
A.2.R.120-8K-bin.33	A.2.R.120	1597498
A.2.R.120-8K-bin.3	A.2.R.120	561889
A.2.R.120-8K-bin.4	A.2.R.120	259222
A.2.R.120-8K-bin.5	A.2.R.120	1597498
A.2.R.120-8K-bin.6	A.2.R.120	259222
A.2.R.120-8K-bin.7	A.2.R.120	560151
A.2.R.120-8K-bin.8	A.2.R.120	560151
A.2.R.120-8K-bin.9	A.2.R.120	11653351
A.2.R.120-DT-bin.10	A.2.R.120	9235554
A.2.R.120-DT-bin.11	A.2.R.120	1574178
A.2.R.120-DT-bin.12	A.2.R.120	665829
A.2.R.120-DT-bin.13	A.2.R.120	11254605
A.2.R.120-DT-bin.15	A.2.R.120	9483351
A.2.R.120-DT-bin.16	A.2.R.120	733408
A.2.R.120-DT-bin.17	A.2.R.120	1057122
A.2.R.120-DT-bin.18	A.2.R.120	1542801
A.2.R.120-DT-bin.19	A.2.R.120	1713369
A.2.R.120-DT-bin.20	A.2.R.120	1682426
A.2.R.120-DT-bin.21	A.2.R.120	274272
A.2.R.120-DT-bin.22	A.2.R.120	1555799
A.2.R.120-DT-bin.23	A.2.R.120	90888
A.2.R.120-DT-bin.24	A.2.R.120	2135068
A.2.R.120-DT-bin.25	A.2.R.120	1581623
A.2.R.120-DT-bin.2	A.2.R.120	734178
A.2.R.120-DT-bin.3	A.2.R.120	229464
A.2.R.120-DT-bin.4	A.2.R.120	13212461
A.2.R.120-DT-bin.5	A.2.R.120	5047251
A.2.R.120-DT-bin.6	A.2.R.120	197937
A.2.R.120-DT-bin.7	A.2.R.120	10260767
A.2.R.120-DT-bin.8	A.2.R.120	20744
A.2.R.120-DT-bin.9	A.2.R.120	126567
A.2.R.120-MM-bin.1	A.2.R.120	9018063
A.2.R.120-MM-bin.2	A.2.R.120	7523996
A.2.R.180-8K-bin.10	A.2.R.180	11199524
A.2.R.180-8K-bin.11	A.2.R.180	11199524
A.2.R.180-8K-bin.12	A.2.R.180	533835
A.2.R.180-8K-bin.13	A.2.R.180	2425068
A.2.R.180-8K-bin.14	A.2.R.180	2425068
A.2.R.180-8K-bin.15	A.2.R.180	533835
A.2.R.180-8K-bin.16	A.2.R.180	11562509
A.2.R.180-8K-bin.17	A.2.R.180	1074021
A.2.R.180-8K-bin.18	A.2.R.180	54095
A.2.R.180-8K-bin.19	A.2.R.180	2425068
A.2.R.180-8K-bin.1	A.2.R.180	1967760
A.2.R.180-8K-bin.20	A.2.R.180	2425068
A.2.R.180-8K-bin.21	A.2.R.180	1074021
A.2.R.180-8K-bin.22	A.2.R.180	54528
A.2.R.180-8K-bin.23	A.2.R.180	5968006
A.2.R.180-8K-bin.24	A.2.R.180	542338
A.2.R.180-8K-bin.25	A.2.R.180	97459
A.2.R.180-8K-bin.26	A.2.R.180	105798
A.2.R.180-8K-bin.27	A.2.R.180	54095
A.2.R.180-8K-bin.28	A.2.R.180	11562509
A.2.R.180-8K-bin.29	A.2.R.180	13619343
A.2.R.180-8K-bin.2	A.2.R.180	447292
A.2.R.180-8K-bin.30	A.2.R.180	9175929
A.2.R.180-8K-bin.31	A.2.R.180	447292
A.2.R.180-8K-bin.32	A.2.R.180	797870
A.2.R.180-8K-bin.33	A.2.R.180	227079
A.2.R.180-8K-bin.34	A.2.R.180	832810
A.2.R.180-8K-bin.35	A.2.R.180	227079
A.2.R.180-8K-bin.36	A.2.R.180	105798
A.2.R.180-8K-bin.37	A.2.R.180	2577443
A.2.R.180-8K-bin.38	A.2.R.180	11562509
A.2.R.180-8K-bin.39	A.2.R.180	227079
A.2.R.180-8K-bin.3	A.2.R.180	1074021
A.2.R.180-8K-bin.40	A.2.R.180	13619343
A.2.R.180-8K-bin.41	A.2.R.180	533835
A.2.R.180-8K-bin.42	A.2.R.180	5968006
A.2.R.180-8K-bin.43	A.2.R.180	2577443
A.2.R.180-8K-bin.44	A.2.R.180	227079
A.2.R.180-8K-bin.45	A.2.R.180	2577443
A.2.R.180-8K-bin.46	A.2.R.180	8889980
A.2.R.180-8K-bin.47	A.2.R.180	8889980
A.2.R.180-8K-bin.48	A.2.R.180	25369989
A.2.R.180-8K-bin.49	A.2.R.180	13619343
A.2.R.180-8K-bin.4	A.2.R.180	11199524
A.2.R.180-8K-bin.50	A.2.R.180	54095
A.2.R.180-8K-bin.51	A.2.R.180	1074021
A.2.R.180-8K-bin.52	A.2.R.180	447292
A.2.R.180-8K-bin.53	A.2.R.180	105798
A.2.R.180-8K-bin.54	A.2.R.180	4100911
A.2.R.180-8K-bin.55	A.2.R.180	11562509
A.2.R.180-8K-bin.56	A.2.R.180	5968006
A.2.R.180-8K-bin.57	A.2.R.180	13619343
A.2.R.180-8K-bin.58	A.2.R.180	2577443
A.2.R.180-8K-bin.59	A.2.R.180	832810
A.2.R.180-8K-bin.5	A.2.R.180	447292
A.2.R.180-8K-bin.6	A.2.R.180	832810
A.2.R.180-8K-bin.7	A.2.R.180	11199524
A.2.R.180-8K-bin.8	A.2.R.180	5968006
A.2.R.180-8K-bin.9	A.2.R.180	8889980
A.2.R.180-DT-bin.10	A.2.R.180	12967373
A.2.R.180-DT-bin.11	A.2.R.180	3886668
A.2.R.180-DT-bin.12	A.2.R.180	31440312
A.2.R.180-DT-bin.13	A.2.R.180	9473937
A.2.R.180-DT-bin.14	A.2.R.180	1110575
A.2.R.180-DT-bin.15	A.2.R.180	65882
A.2.R.180-DT-bin.16	A.2.R.180	2695339
A.2.R.180-DT-bin.17	A.2.R.180	13526589
A.2.R.180-DT-bin.18	A.2.R.180	15080051
A.2.R.180-DT-bin.19	A.2.R.180	19669166
A.2.R.180-DT-bin.1	A.2.R.180	107335
A.2.R.180-DT-bin.20	A.2.R.180	6210542
A.2.R.180-DT-bin.22	A.2.R.180	818893
A.2.R.180-DT-bin.23	A.2.R.180	1692791
A.2.R.180-DT-bin.24	A.2.R.180	27727307
A.2.R.180-DT-bin.26	A.2.R.180	143829
A.2.R.180-DT-bin.27	A.2.R.180	2048458
A.2.R.180-DT-bin.28	A.2.R.180	819979
A.2.R.180-DT-bin.29	A.2.R.180	2956563
A.2.R.180-DT-bin.2	A.2.R.180	4489222
A.2.R.180-DT-bin.30	A.2.R.180	116370
A.2.R.180-DT-bin.3	A.2.R.180	1333595
A.2.R.180-DT-bin.4	A.2.R.180	341705
A.2.R.180-DT-bin.5	A.2.R.180	249614
A.2.R.180-DT-bin.6	A.2.R.180	2467506
A.2.R.180-DT-bin.7	A.2.R.180	1772944
A.2.R.180-DT-bin.8	A.2.R.180	511445
A.2.R.180-DT-bin.9	A.2.R.180	5136176
A.2.R.180-MM-bin.1	A.2.R.180	12668803
A.2.R.30-8K-bin.10	A.2.R.30	346476
A.2.R.30-8K-bin.11	A.2.R.30	346476
A.2.R.30-8K-bin.12	A.2.R.30	865569
A.2.R.30-8K-bin.13	A.2.R.30	394044
A.2.R.30-8K-bin.14	A.2.R.30	818211
A.2.R.30-8K-bin.15	A.2.R.30	818211
A.2.R.30-8K-bin.16	A.2.R.30	383328
A.2.R.30-8K-bin.17	A.2.R.30	505499
A.2.R.30-8K-bin.18	A.2.R.30	505499
A.2.R.30-8K-bin.19	A.2.R.30	382900
A.2.R.30-8K-bin.1	A.2.R.30	346476
A.2.R.30-8K-bin.20	A.2.R.30	420652
A.2.R.30-8K-bin.21	A.2.R.30	818211
A.2.R.30-8K-bin.22	A.2.R.30	1213596
A.2.R.30-8K-bin.23	A.2.R.30	865569
A.2.R.30-8K-bin.24	A.2.R.30	505499
A.2.R.30-8K-bin.25	A.2.R.30	1213596
A.2.R.30-8K-bin.26	A.2.R.30	865569
A.2.R.30-8K-bin.27	A.2.R.30	818211
A.2.R.30-8K-bin.28	A.2.R.30	420652
A.2.R.30-8K-bin.2	A.2.R.30	1213596
A.2.R.30-8K-bin.3	A.2.R.30	382900
A.2.R.30-8K-bin.4	A.2.R.30	865569
A.2.R.30-8K-bin.5	A.2.R.30	505499
A.2.R.30-8K-bin.6	A.2.R.30	359554
A.2.R.30-8K-bin.7	A.2.R.30	382900
A.2.R.30-8K-bin.8	A.2.R.30	1213596
A.2.R.30-8K-bin.9	A.2.R.30	420652
A.2.R.30-DT-bin.10	A.2.R.30	386164
A.2.R.30-DT-bin.11	A.2.R.30	586727
A.2.R.30-DT-bin.12	A.2.R.30	924870
A.2.R.30-DT-bin.13	A.2.R.30	1085786
A.2.R.30-DT-bin.15	A.2.R.30	533076
A.2.R.30-DT-bin.1	A.2.R.30	235129
A.2.R.30-DT-bin.2	A.2.R.30	380900
A.2.R.30-DT-bin.3	A.2.R.30	1100540
A.2.R.30-DT-bin.4	A.2.R.30	235007
A.2.R.30-DT-bin.5	A.2.R.30	1395016
A.2.R.30-DT-bin.6	A.2.R.30	287282
A.2.R.30-DT-bin.7	A.2.R.30	864782
A.2.R.30-DT-bin.8	A.2.R.30	471483
A.2.R.30-DT-bin.9	A.2.R.30	4079367
A.2.R.30-MM-bin.10	A.2.R.30	430267
A.2.R.30-MM-bin.11	A.2.R.30	1075754
A.2.R.30-MM-bin.12	A.2.R.30	204875
A.2.R.30-MM-bin.2	A.2.R.30	860832
A.2.R.30-MM-bin.4	A.2.R.30	362055
A.2.R.30-MM-bin.5	A.2.R.30	1229302
A.2.R.30-MM-bin.6	A.2.R.30	884402
A.2.R.30-MM-bin.7	A.2.R.30	514617
A.2.R.30-MM-bin.8	A.2.R.30	379900
A.2.R.30-MM-bin.9	A.2.R.30	379806
A.2.R.60-8K-bin.10	A.2.R.60	446904
A.2.R.60-8K-bin.11	A.2.R.60	242310
A.2.R.60-8K-bin.12	A.2.R.60	807948
A.2.R.60-8K-bin.13	A.2.R.60	242310
A.2.R.60-8K-bin.14	A.2.R.60	446904
A.2.R.60-8K-bin.15	A.2.R.60	807948
A.2.R.60-8K-bin.16	A.2.R.60	106521
A.2.R.60-8K-bin.17	A.2.R.60	106521
A.2.R.60-8K-bin.18	A.2.R.60	250209
A.2.R.60-8K-bin.19	A.2.R.60	1278862
A.2.R.60-8K-bin.1	A.2.R.60	2083574
A.2.R.60-8K-bin.20	A.2.R.60	1178843
A.2.R.60-8K-bin.21	A.2.R.60	2262694
A.2.R.60-8K-bin.22	A.2.R.60	1178843
A.2.R.60-8K-bin.23	A.2.R.60	807948
A.2.R.60-8K-bin.24	A.2.R.60	255215
A.2.R.60-8K-bin.25	A.2.R.60	1178843
A.2.R.60-8K-bin.26	A.2.R.60	1178843
A.2.R.60-8K-bin.27	A.2.R.60	1450719
A.2.R.60-8K-bin.28	A.2.R.60	2189326
A.2.R.60-8K-bin.29	A.2.R.60	470141
A.2.R.60-8K-bin.2	A.2.R.60	242310
A.2.R.60-8K-bin.30	A.2.R.60	2083574
A.2.R.60-8K-bin.31	A.2.R.60	2083574
A.2.R.60-8K-bin.32	A.2.R.60	133640
A.2.R.60-8K-bin.33	A.2.R.60	1278862
A.2.R.60-8K-bin.34	A.2.R.60	807948
A.2.R.60-8K-bin.35	A.2.R.60	2083574
A.2.R.60-8K-bin.36	A.2.R.60	1536318
A.2.R.60-8K-bin.37	A.2.R.60	106521
A.2.R.60-8K-bin.38	A.2.R.60	446904
