"","diff","lwr","upr","p adj"
"N-C",-0.333333333333336,-3.13055090068119,2.46388423401452,0.95245034598632
"V-C",-1.16666666666667,-3.96388423401453,1.63055090068119,0.558576258817497
"V-N",-0.833333333333336,-3.63055090068119,1.96388423401452,0.740090324940518
