"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Taxonomy.distribution                      ",2,3.16666666666669,1.58333333333335,0.15966386554622,0.853328235017417
"Evenness.distribution                      ",3,194.972222222222,64.9907407407407,6.55368814192344,0.00215067604168609
"Taxonomy.distribution:Evenness.distribution",6,94.611111111111,15.7685185185185,1.59010270774976,0.193223309298201
"Residuals                                  ",24,238,9.91666666666667,NA,NA
