"","diff","lwr","upr","p adj"
"N-C",-1.33333333333333,-3.87076311681621,1.20409645014955,0.40230345842068
"V-C",-0.750000000000002,-3.28742978348288,1.78742978348288,0.743537771283902
"V-N",0.58333333333333,-1.95409645014955,3.12076311681621,0.835085254360939
