"","diff","lwr","upr","p adj"
"3-2",-3.77777777777778,-7.02882941092659,-0.52672614462896,0.0185293618999279
"4-2",0.555555555555557,-2.69549607759326,3.80660718870437,0.964636711833391
"5-2",-2.77777777777778,-6.02882941092659,0.473273855371036,0.113154257753223
"4-3",4.33333333333333,1.08228170018452,7.58438496648215,0.00609075299330442
"5-3",0.999999999999996,-2.25105163314882,4.25105163314881,0.830768244306311
"5-4",-3.33333333333334,-6.58438496648215,-0.0822817001845211,0.0430367331880441
