"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,649.533333333333,162.383333333333,65.8310810810809,3.16263825424357e-11
"Evenness.distribution                 ",1,90.1333333333332,90.1333333333332,36.5405405405404,6.56503751983539e-06
"Sequencing.Depth:Evenness.distribution",4,42.8666666666668,10.7166666666667,4.3445945945946,0.010866533930537
"Residuals                             ",20,49.3333333333334,2.46666666666667,NA,NA
