"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,772.2,193.05,72.3937499999999,1.31143669057938e-11
"Evenness.distribution                 ",1,90.1333333333333,90.1333333333333,33.8,1.09236209156713e-05
"Sequencing.Depth:Evenness.distribution",4,44.2,11.05,4.14374999999999,0.013222751097365
"Residuals                             ",20,53.3333333333334,2.66666666666667,NA,NA
