"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,7.2,1.8,2.34782608695652,0.089303995113332
"Evenness.distribution                 ",1,0.0333333333333333,0.0333333333333333,0.0434782608695652,0.836936229733304
"Sequencing.Depth:Evenness.distribution",4,2.13333333333334,0.533333333333334,0.695652173913044,0.603791702215194
"Residuals                             ",20,15.3333333333333,0.766666666666666,NA,NA
