"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,343.8,85.9500000000001,4.8468045112782,0.0067488647989931
"Evenness.distribution                 ",1,264.033333333333,264.033333333333,14.8890977443609,0.000978921634075034
"Sequencing.Depth:Evenness.distribution",4,140.466666666667,35.1166666666666,1.98026315789474,0.136448197286458
"Residuals                             ",20,354.666666666667,17.7333333333333,NA,NA
