"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,41.8666666666667,10.4666666666667,1.42727272727273,0.261442612001814
"Evenness.distribution                 ",1,26.1333333333333,26.1333333333333,3.56363636363636,0.0736549350803309
"Sequencing.Depth:Evenness.distribution",4,8.53333333333333,2.13333333333333,0.290909090909091,0.880401150341784
"Residuals                             ",20,146.666666666667,7.33333333333334,NA,NA
