"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,327.000000000001,81.7500000000002,0.808605341246292,0.534265782219161
"Evenness.distribution                 ",1,512.533333333334,512.533333333334,5.06956808440489,0.0357486386958098
"Sequencing.Depth:Evenness.distribution",4,66.4666666666664,16.6166666666666,0.164358720738542,0.953972221844553
"Residuals                             ",20,2022,101.1,NA,NA
