"diff","lwr","upr","p adj"
"30:2-10:2",-1.33333333333333,-11.3907444175863,8.72407775091965,0.999969204164105
"60:2-10:2",-0.333333333333333,-10.3907444175863,9.72407775091965,0.999999999847097
"120:2-10:2",2.66666666666667,-7.39074441758631,12.7240777509197,0.992786808284859
"180:2-10:2",1.33333333333333,-8.72407775091965,11.3907444175863,0.999969204164105
"10:3-10:2",1.66666666666667,-8.39074441758632,11.7240777509197,0.999803214818407
"30:3-10:2",1.33333333333333,-8.72407775091965,11.3907444175863,0.999969204164105
"60:3-10:2",3.66666666666667,-6.39074441758632,13.7240777509197,0.944522047692904
"120:3-10:2",2.66666666666667,-7.39074441758632,12.7240777509197,0.992786808284859
"180:3-10:2",1.66666666666667,-8.39074441758632,11.7240777509197,0.999803214818407
"60:2-30:2",1,-9.05741108425298,11.057411084253,0.999997388069196
"120:2-30:2",4.00000000000001,-6.05741108425298,14.057411084253,0.910682048852079
"180:2-30:2",2.66666666666667,-7.39074441758631,12.7240777509197,0.992786808284859
"10:3-30:2",3,-7.05741108425298,13.057411084253,0.983896899570444
"30:3-30:2",2.66666666666667,-7.39074441758632,12.7240777509197,0.992786808284859
"60:3-30:2",5,-5.05741108425298,15.057411084253,0.750511498566518
"120:3-30:2",4,-6.05741108425298,14.057411084253,0.91068204885208
"180:3-30:2",3,-7.05741108425298,13.057411084253,0.983896899570444
"120:2-60:2",3,-7.05741108425298,13.057411084253,0.983896899570444
"180:2-60:2",1.66666666666667,-8.39074441758632,11.7240777509197,0.999803214818407
"10:3-60:2",2,-8.05741108425298,12.057411084253,0.999154558997939
"30:3-60:2",1.66666666666667,-8.39074441758632,11.7240777509196,0.999803214818407
"60:3-60:2",4,-6.05741108425298,14.057411084253,0.91068204885208
"120:3-60:2",3,-7.05741108425298,13.057411084253,0.983896899570444
"180:3-60:2",2,-8.05741108425298,12.057411084253,0.999154558997939
"180:2-120:2",-1.33333333333334,-11.3907444175863,8.72407775091965,0.999969204164105
"10:3-120:2",-1,-11.057411084253,9.05741108425298,0.999997388069196
"30:3-120:2",-1.33333333333334,-11.3907444175863,8.72407775091965,0.999969204164105
"60:3-120:2",0.999999999999996,-9.05741108425299,11.057411084253,0.999997388069196
"120:3-120:2",-3.5527136788005e-15,-10.057411084253,10.057411084253,1
"180:3-120:2",-1,-11.057411084253,9.05741108425298,0.999997388069196
"10:3-180:2",0.333333333333333,-9.72407775091965,10.3907444175863,0.999999999847097
"30:3-180:2",-1.77635683940025e-15,-10.057411084253,10.057411084253,1
"60:3-180:2",2.33333333333333,-7.72407775091965,12.3907444175863,0.997256841116558
"120:3-180:2",1.33333333333333,-8.72407775091965,11.3907444175863,0.999969204164105
"180:3-180:2",0.333333333333332,-9.72407775091965,10.3907444175863,0.999999999847097
"30:3-10:3",-0.333333333333335,-10.3907444175863,9.72407775091965,0.999999999847097
"60:3-10:3",2,-8.05741108425298,12.057411084253,0.999154558997939
"120:3-10:3",0.999999999999999,-9.05741108425298,11.057411084253,0.999997388069196
"180:3-10:3",-8.88178419700125e-16,-10.057411084253,10.057411084253,1
"60:3-30:3",2.33333333333333,-7.72407775091965,12.3907444175863,0.997256841116558
"120:3-30:3",1.33333333333333,-8.72407775091965,11.3907444175863,0.999969204164105
"180:3-30:3",0.333333333333334,-9.72407775091965,10.3907444175863,0.999999999847097
"120:3-60:3",-1,-11.057411084253,9.05741108425298,0.999997388069196
"180:3-60:3",-2,-12.057411084253,8.05741108425298,0.999154558997939
"180:3-120:3",-1,-11.057411084253,9.05741108425298,0.999997388069196
