"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Sequencing.Depth                      ",4,649.533333333334,162.383333333333,65.831081081081,3.16263825424355e-11
"Evenness.distribution                 ",1,90.1333333333333,90.1333333333333,36.5405405405405,6.5650375198353e-06
"Sequencing.Depth:Evenness.distribution",4,42.8666666666667,10.7166666666667,4.34459459459459,0.0108665339305371
"Residuals                             ",20,49.3333333333334,2.46666666666667,NA,NA
