"Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Taxonomy.distribution                      ",2,29.0555555555555,14.5277777777778,2.4212962962963,0.110185222870076
"Evenness.distribution                      ",3,99.2222222222223,33.0740740740741,5.51234567901235,0.00502812256356068
"Taxonomy.distribution:Evenness.distribution",6,36.2777777777778,6.0462962962963,1.00771604938272,0.443436675475047
"Residuals                                  ",24,144,6,NA,NA
