"diff","lwr","upr","p adj"
"3-2",0.666666666666666,-2.44546008230949,3.77879341564283,0.899597471754719
"4-2",-4.44089209850063e-16,-3.11212674897616,3.11212674897616,1
"5-2",0.333333333333333,-2.77879341564283,3.44546008230949,0.985113588867538
"4-3",-0.666666666666667,-3.77879341564283,2.44546008230949,0.899597471754719
"5-3",-0.333333333333333,-3.44546008230949,2.77879341564283,0.985113588867538
"5-4",0.333333333333333,-2.77879341564283,3.44546008230949,0.985113588867538
