"diff","lwr","upr","p adj"
"3-2",-3.33333333333334,-9.18000143476751,2.51333476810084,0.329121279307152
"4-2",-2.66666666666667,-8.51333476810085,3.18000143476751,0.500584746652748
"5-2",-1.66666666666667,-7.51333476810085,4.18000143476751,0.798963522813027
"4-3",0.666666666666668,-5.18000143476751,6.51333476810085,0.982179888572002
"5-3",1.66666666666667,-4.18000143476751,7.51333476810085,0.798963522813027
"5-4",1,-4.84666810143418,6.84666810143418,0.94458855775148
