"diff","lwr","upr","p adj"
"3-2",6,-3.81242088131791,15.8124208813179,0.278661373619964
"4-2",-1.77635683940025e-15,-9.81242088131791,9.8124208813179,1
"5-2",6,-3.81242088131791,15.8124208813179,0.278661373619964
"4-3",-6,-15.8124208813179,3.8124208813179,0.278661373619964
"5-3",0,-9.81242088131791,9.81242088131791,1
"5-4",6,-3.8124208813179,15.8124208813179,0.278661373619964
