"diff","lwr","upr","p adj"
"3-2",5,-3.80242371245235,13.8024237124523,0.331857792865242
"4-2",-4.33333333333333,-13.1357570457857,4.46909037911901,0.441445549732081
"5-2",4,-4.80242371245235,12.8024237124523,0.50341865510706
"4-3",-9.33333333333333,-18.1357570457857,-0.530909620880987,0.0381387213105948
"5-3",-1,-9.80242371245235,7.80242371245235,0.982367419865814
"5-4",8.33333333333333,-0.469090379119013,17.1357570457857,0.0636020213521753
