"diff","lwr","upr","p adj"
"3-2",5,-1.58020784817739,11.5802078481774,0.147448478825677
"4-2",1.66666666666667,-4.91354118151073,8.24687451484406,0.847648826445924
"5-2",6,-0.580207848177391,12.5802078481774,0.074475521398136
"4-3",-3.33333333333333,-9.91354118151073,3.24687451484406,0.419223766304382
"5-3",1,-5.58020784817739,7.5802078481774,0.959918862461317
"5-4",4.33333333333333,-2.24687451484406,10.9135411815107,0.228990774767895
