"diff","lwr","upr","p adj"
"3-2",20.6666666666667,-7.51483964401195,48.8481729773453,0.16574846325202
"4-2",6,-22.1815063106786,34.1815063106786,0.901164474505121
"5-2",24.6666666666667,-3.51483964401195,52.8481729773453,0.0878622754642683
"4-3",-14.6666666666667,-42.8481729773453,13.514839644012,0.398312230735851
"5-3",3.99999999999999,-24.1815063106786,32.1815063106786,0.966856712025836
"5-4",18.6666666666667,-9.51483964401196,46.8481729773453,0.225298163709844
